Tokens,Count
smudge cells,2
blood smear,1
lymphocytes,1
Hematology,1
analyzer,2
variant,2
Wright,1
Giemsa,1
blast,2
contraceptive devices,1
insertion of IUCD,1
conceptions,1
Copper,1
IUCD,10
nulligravidae,2
patient care management,1
Chronic low back pain,1
patient care team,1
occupational,1
addresses,3
readiness,1
sickness,2
leaves,1
Back,3
Pure,1
Less,4
ovarian dysfunction,2
Insulin resistance,2
hyperandrogenism,9
polycystic ovary,1
androgen excess,1
morphology,1
lithium dose,2
Lithium,1
free T4 index,1
hyperthyroid,2
Measurement,2
serum T4,2
nmol/L,6
mU/L,6
nmol,12
Left Ventricular Dysfunction,2
potassium-sparing diuretic,5
systolic dysfunction,3
univariate analysis,3
diuretic therapy,1
Conclusions,5
electrolyte,1
Background,2
combined therapy,3
Six months,1
worked,2
electrodesiccation,4
pigmentation,1
Curettage,1
seborrheic dermatitis,1
control population,2
seborrheic eczema,1
penile carcinoma,1
lichen sclerosus,1
Lichen sclerosus,1
balanoposthitis,1
Bowen disease,1
skin disease,4
dermatoses,5
balanitis,2
Seasonal Affective Disorders,1
clinical protocol,1
other medication,1
Interview,1
Version,1
SIGH,2
SAD,2
gastrointestinal toxicity,1
pharmacologic therapy,2
grams per day,1
toxicities,1
arthrotec,1
Reference,5
hip pain,1
Tylenol,1
Premature Ejaculation,1
sexual satisfaction,2
abnormal vision,1
sildenafil,5
rhinitis,4
ancova,1
VTS,3
sexual complaints,2
interrupted,1
orgasm,2
abnormal illness behavior,3
psychological distress,5
factor analysis,2
not applicable,1
Malingering,1
Reliability,3
hysteria,1
Validity,12
not used,2
neurotic,1
sorted,1
triad,1
MMPI,2
not applicables,1
Influenza immunization,1
severity of illness,3
influenza epidemic,1
influenza vaccine,4
patient status,2
cost savings,4
Vaccine,5
Upper,1
metoclopramide,15
Metoclopramide,1
migraines,4
narcotic,1
internal hemorrhoids,2
anorectal disorders,1
hemorrhoidectomy,6
pruritus ani,1
hemorrhoids,10
Hemorrhoids,1
hemorrhoid,7
surgeries,3
Circular,1
circular,2
stapling,1
stapled,18
urgency,2
AUTHORS,1
Morgan,1
fecal,12
Additional information,3
postpartum depression,10
public health nurses,1
postpartum care,2
antepartum,10
antenatal,5
assisted,3
fenoterol,3
bronchial,2
Fenoterol,1
wheezes,1
diabetes mellitus type 2,2
vascular complications,1
alpha-glucosidase,1
glucose control,9
sulphonylureas,3
chlorpropamide,3
meglitinides,2
retinopathy,2
glucosidase,1
neuropathy,3
Z score,1
micro-,1
Needed,1
Treat,1
HbA1c,8
Sulphonylureas,1
triceps skinfold thickness,1
small for gestational age,1
large for gestational age,1
skinfold thickness,1
childhood obesity,6
adolescence,6
fatness,9
fathers,1
father,3
Heavy,1
cone biopsy,3
biofeedback training,1
Faecal incontinence,1
faecal incontinence,8
anorectal manometry,1
distressing,1
levodopa and decarboxylase inhibitor,1
decarboxylase inhibitor,1
selegiline,3
Levodopa,1
Hazard,1
doubts,2
dopa,1
5-6,4
acute knee injury,1
decision aid,1
abdominal distension,1
cisapride,11
Cisapride,2
prokinetic agents,3
depression scales,4
mixed states,1
inclusive,1
hypomania,3
Mania,1
nerve root,1
Pain score,1
block,1
root,1
dermatologists,9
Dermatologists,1
One hundred and ninety,1
clinical psychologist,1
therapy intervention,2
Affective Disorders,1
Western Australia,1
stress reactions,1
Schizophrenia,1
speaking,1
Schedule,1
midwife,1
screening for cancer,1
incidence and prevalence,1
serum alpha-fetoprotein,2
hepatitis B virus,3
alpha-fetoprotein,2
hepatitis B,9
carriers,13
Asians,1
Clostridium difficile,1
enteropathogenic,3
HIV infection,3
stool culture,2
Performance,3
neutropenia,1
Derivation,1
inpatients,5
Salmonella,2
Isolation,1
reagent,1
environmental risk factors,1
environmental factors,1
casein hydrolysate,1
atopic disorders,1
food allergen,1
sensitization,9
basophilic,2
trimester,3
serum IgE,2
peanut,4
Atopic,1
atopy,7
fish,5
egg,4
aeroallergen,2
pathology reports,1
penile cancer,2
CIS,4
upper gastrointestinal bleeding,3
patients ventilated,1
low platelet count,1
enteral nutrition,3
other treatment,3
ventilation,5
nasogastric,3
ranitidine,11
Physiology,1
Chronic,3
ICU,9
hrs,1
undescended testis,5
date of delivery,4
low birth weight,5
cryptorchidism,6
New York City,1
urologist,5
descend,1
Mount,1
twin,2
carbon dioxide laser,5
verrucae vulgaris,4
Verrucae,1
verrucae,5
happy,1
anaerobic bacterial culture,1
epidermoid cysts,3
Tanner stage,3
serum leptin,1
associating,1
adiponectin,5
alarming,1
analytes,2
leptin,3
bilirubin level,1
unresolved,3
alternative therapy,2
nasal sprays,1
common colds,1
zinc lozenge,1
nasal spray,7
intranasal,9
nasal gel,2
anosmia,1
Equal,1
epidemiological study,1
cerebral ischaemia,1
vascular dementia,1
hyperlipidaemia,6
artery disease,1
Dementia,1
H2-receptor antagonists,2
critical care,1
Pharmacists,1
influential,1
proton,1
pump,4
laboratory findings,2
parent-child relations,1
medication management,7
social skills,1
4 groups,2
reading,1
Type,1
enoxaparin sodium,1
enoxaparin,5
tenoxicam,3
prevention strategy,2
Adenoidectomy,2
ear,4
Fluticasone propionate,1
metered dose inhaler,1
serum cortisol,1
Health status,1
microgram,3
ovarian cysts,1
Consideration,1
regularity,1
religion,1
element,8
Sound,2
Rh positive,2
blood group,1
term birth,1
cyclicity,3
seasonal,5
pain on defaecation,3
defaecation,4
hard stools,1
straining,5
undescended testicle,2
Physical examination,1
Observation,1
hypospadias,1
orchiopexy,3
testicles,3
Earlier,2
testis,2
Contingency,1
Subject,1
Cure,3
thalassemia major,2
Pharmacokinetics,1
amniocentesis,1
ciprofloxacin,9
arthropathy,1
pefloxacin,5
quinolones,2
ofloxacin,5
penetrate,1
juvenile,3
fluoroquinolones,3
tendon disorders,3
tendon rupture,1
notifications,2
anaphylaxis,1
norfloxacin,2
ruptures,1
French,1
Tendon,1
A.M.,3
P.M.,3
Cognitive Ability,1
cognitive decline,1
appointments,1
remembering,1
Subjective,7
Community,4
friends,1
names,1
faces,1
polyolprepolymer-2,5
Irritation,1
tretinoin,5
peeling,3
drying,1
Health Technology Assessment,1
duodenal ulcers,3
gastric ulcers,1
heart attack,2
nimesulide,1
nabumetone,1
Endoscopic,1
Arthrotec,1
markets,1
Editor,1
market,1
oedema,5
Vioxx,2
immunization schedule,1
Antibody titers,1
Vaccinations,1
thalassemia,2
immunogenic,3
conjugate,1
capsular,1
immunity,1
booster,3
Hib,4
Noninvasive mechanical ventilation,1
pulmonary rehabilitation,2
Pulmonary rehabilitation,1
oxygen therapy,3
domiciliary,1
approximate,2
Domiciliary,2
hypoxia,2
blocking drug,1
Endoscopy,3
Organic,1
Spontaneous rupture of spleen,1
ruptured spleen,1
transfusion,2
contraceptive device,5
unwanted pregnancy,2
aseptic,4
places,5
STIs,4
Acute otitis media,1
hearing problems,1
Index Medicus,1
tympanometry,2
mastoiditis,2
audiometry,2
primary nocturnal enuresis,3
hyponatraemia,3
SWEET,2
Benign paroxysmal positional vertigo,1
Epley manoeuvre,10
otolaryngology,3
head position,1
Individual,2
glucose tolerance test,1
birth weights,1
diet therapy,3
postprandial,2
managed care,2
nulliparity,1
Maternal,4
NICU,2
GDM,17
treatment success,3
unrestricted,4
elbow pain,7
Platinum,1
Thomsen,1
Steroid,2
duration of treatment,4
Depressive Disorders,1
Depressive disorders,1
developmental stage,1
treatment planning,1
severe depression,1
Psychotherapy,1
Adolescents,2
Development,2
Parameters,1
psychosis,1
Opinions,1
change in blood pressure,1
public health policy,1
response to salt,1
heart attacks,2
deprivation,1
experiments,1
salt intake,9
software,5
library,1
Manager,3
look,3
norepinephrine reuptake,2
antidepressive agents,2
Registry,4
Best,3
fecal occult blood test,1
complete colonoscopy,1
Sensitivities,3
glucocorticoid,1
prednisone,5
Total body,1
collagen,1
Bone,1
N-telopeptides,1
Selective serotonin reuptake inhibitors,1
Service,3
congenital disorders,1
congenital anomaly,2
topical tretinoin,3
stillborn,2
anomalies,4
retinoid,1
prescription drug,1
drug prescription,1
early adulthood,1
isotretinoin,3
Visits,1
Acne,4
method of removal,1
Shave excision,2
haemostasis,1
pigmented,4
request,5
pigment,4
visible,4
naevus,1
hairy,4
said,2
hot,4
premenstrual tension,1
increased appetite,1
breast pain,3
lethargy,2
danazol,11
antiphospholipid antibody syndrome,1
antiphospholipid syndrome,1
Recurrent thrombosis,1
APS,4
cross-sectional studies,3
breast-feeding duration,1
Publication,1
cognitive behavioural therapy,1
social role,1
facets,1
coping,5
arterial oxygen saturation,2
respiratory rate,3
40 minutes,1
nebulizer,5
Propionibacterium acnes,2
Resistance,3
Singapore,3
Tertiary,2
Centre,2
seborrhoeic dermatitis,5
Pityrosporum ovale,1
alternating,1
Forty-eight,1
once weekly,1
dandruff,3
shampoo,5
HIV-1 infection,4
Clopidogrel,2
ischaemia,1
menstrual problems,2
IUD; removal,2
pregnancy rate,5
oligomenorrhea,5
Removal,2
moth,1
postpartum endometritis,1
preterm labor,5
grams,2
type I diabetes mellitus,1
arterial blood pressure,1
chronic renal disease,2
low-protein diets,1
low-protein diet,3
dietary protein,2
renal diseases,2
Renal Disease,1
Modification,1
protein diet,1
play role,3
ligamentum patellae,1
Histological,1
scar tissue,1
Resection,1
avulsion,2
formed,1
unite,1
height loss,3
Replacement,2
Height,1
Helicobacter pylori infection,3
bismuth subcitrate,1
ulcer management,1
ulcer healing,1
lansoprazole,5
quadruple,5
H. pylori,2
varicella vaccine,8
new information,1
chickenpox,4
child care,2
varicella,10
long saphenous vein,1
venous system,2
incompetence,2
incompetent,3
ligation,6
patent,2
limbs,3
Color,2
saphenofemoral junction,1
Chronic kidney disease,1
kidney transplantation,1
glutamic acid decarboxylase,3
Slowly progressive,1
age of onset,1
early stage,6
islet cell,2
progressed,2
Preventive,3
C peptide,2
pancreas,1
Insulin,3
T cell,1
Tokyo,1
Sigma,2
ng/mL,2
U/mL,1
Nicotine replacement therapy,1
Behavior modification,1
encouragement,2
psychologist,1
punishment,1
rewards,1
trigger,2
Smokers,1
Advice,1
Sudden,1
topical salicylic acid,1
complete remission,1
Cutaneous warts,1
Intralesional,1
flat warts,1
Hypothalamic dysfunction,2
energy expenditure,5
physically active,3
delayed menarche,3
eating behavior,3
disciplines,3
bone growth,2
disruption,2
Metabolic,2
accretion,2
athletic,16
leanness,4
engaged,5
GnRH,6
curb,3
arterial blood gases,1
COPD exacerbation,1
purulence,6
sputum,9
Berry,1
COPD exacerbations,5
dehydroepiandrosterone sulfate,3
follicle-stimulating hormone,4
insulin-like growth factor,2
luteinizing hormone,4
Clinical diagnosis,1
anovulatory cycles,1
free testosterone,7
radioimmunoassays,1
hyperinsulinemia,4
binding protein,1
hyperinsulinism,1
rosiglitazone,12
clomiphene,7
estradiol,3
IGFBP-3,2
Regular,4
ovaries,1
IGF-1,2
DHEAS,2
pityriasis versicolor,2
pain sensation,1
tinea faciei,2
Mycological,2
olive oil,2
beeswax,2
redness,1
honey,14
Honey,2
physical assessment,4
labor and delivery,4
group discussion,4
African-American,4
Pregnant women,4
prenatal care,28
Timing,5
skills,4
neonatal intensive care units,1
evoked otoacoustic emissions,1
otoacoustic emission,1
hearing impairment,3
neonatal screening,4
Conference report,1
distortion,1
brain stem,1
emissions,2
graduates,1
auditory,2
Hearing,1
Infant,1
dB SPL,4
click,2
dB HL,1
kHz,4
PTA,4
hit,2
torsades de pointes,1
antimicrobial agent,1
Oral erythromycin,1
nitroimidazole,1
troleandomycin,1
cytochrome,2
Tennessee,1
isozymes,1
CYP3A,9
categorization,1
Forty-seven,1
Concordance,1
oral rehydration solution,1
nasogastric tube,1
nursing staff,1
biochemistry,1
CONSENSUS,1
Admission,1
Selected,2
mOsm,1
serum human placental lactogen,1
fetal growth retardation,1
hyperuricaemia,1
eclampsia,1
oestriol,1
rested,1
house dust mite,1
Avoidance,2
allergens,3
cockroach,2
allergen,11
educate,1
houses,1
pet,1
soft tissue shoulder,4
impingement syndrome,2
magnetic resonance,2
rotator cuff tear,9
patient history,2
arthrography,4
rotator cuff,11
verification,2
MRA,4
cardiovascular complications,5
Diastolic blood pressure,2
acetylsalicylic acid,4
Acetylsalicylic acid,2
Inadequate,1
Felodipine,1
HOT,1
Hormone replacement therapy,1
abnormal vaginal bleeding,1
dilation and curettage,1
Menstrual Disorders,3
Menstrual Disorder,1
oestrogen therapy,3
Subfertility,4
unscheduled,8
hyperplasia,9
Hyperplasia,1
Irregular,2
conventional surgery,2
postoperative pain,1
Uncontrolled,1
psychiatric care,1
Self Report,1
Remission,2
exit,3
psychiatric evaluation,1
dietary assessment,2
medical clinic,1
city hospital,1
Thirty-three,4
premenstrual,9
serum alkaline phosphatase,1
Serum parathyroid hormone,1
calcium metabolism,1
square centimeter,2
triangle,3
axial,5
Ward,3
lower urinary tract infection,1
antibiotic coverage,1
Cost effectiveness,2
cranberry juice,6
sexually active,2
undergarments,1
Stochastic,1
cranberry,9
Cranberry,1
Tablets,1
dollar,1
tree,2
potassium-sparing diuretics,1
aldosterone secretion,1
ACE activity,1
PSD,7
amniotic fluid index,3
diabetic pregnancy,1
nonstress testing,1
fetal distress,7
four quadrants,1
nonstress test,7
Amniotic fluid,1
accelerations,1
decelerations,3
fetal weight,4
deceleration,3
stillbirths,1
stillbirth,4
summation,1
beats/min,3
vertical,4
screening for prostate cancer,1
prostate-specific antigen,1
American Cancer Society,1
radical prostatectomy,1
impotence,1
indolent,1
medication treatments,1
St. John's wort extract,1
One hundred and sixty,3
Six hundred,4
milligrams,1
Berkshire,1
hypericin,1
cellulose,2
Reading,1
data quality,1
coronary revascularisation,2
blood concentrations,1
peripheral artery,1
hospitalisation,3
subsidiary,2
therapeutic range,1
cell adhesion,1
human tissue,1
tPA,4
clindamycin phosphate,3
stinging,1
lotion,2
acellular pertussis vaccines,1
bordetella,1
secretions,2
Adolescent,1
circulate,1
reservoir,1
boosters,1
neurological function,1
head injury,1
colleges,2
Players,3
seasons,2
playing,3
career,1
sport,6
Breast Cancer Prevention Trial,1
contralateral breast cancer,1
lobular carcinoma in situ,2
breast cancer prevention,1
endometrial cancers,1
estrogen receptor,3
localized disease,1
liver cancers,1
Adjuvant,2
ovarian,3
radius,6
Colles,1
50-59,3
colonization status,1
community hospital,4
clinical pathway,2
leadership,1
Associated,1
secondary infertility,8
testicular atrophy,2
Varicoceles,1
varicoceles,2
varicocele,4
pharmacotherapies,1
transdermal patch,1
cigarettes,4
sublingual,2
lozenge,1
smoker,7
knee internal derangement,1
internal knee derangement,1
effusion of knee,1
cruciate ligaments,1
Not applicable,1
knee effusion,5
meniscus tear,1
tear,1
NPV,2
placenta delivery,2
Blood loss,1
Oxytocin,1
fluids,2
HgB,1
self-efficacy,2
veteran,1
beliefs,2
radionuclide imaging,3
nuclear cardiology,1
thallium-201,6
defects,2
photon,1
technetium-99,1
vitamin B12 deficiency,8
bone marrow aspirate,2
cytogenetic analysis,2
macrocytic anemias,2
reticulocyte count,2
Serum vitamin B12,2
liver diseases,3
myelodysplasia,2
Adherence to treatment,2
ferrous fumarate,2
delivery system,1
serum ferritin,3
Hemoglobin,2
ferritin,2
Improved,1
anemic,6
sachet,3
Ghana,2
g/L,4
congenital hypothyroidism,1
false positives,1
OUTCOME MEASURE,1
Incidences,1
SETTING,1
TBG,4
stress echocardiography,1
abnormal test results,1
vascular surgery,3
redistribution,2
perioperative,4
dipyridamole,3
dobutamine,4
data base,2
threatened abortion,1
incomplete abortion,1
uterine fibroid,1
ovarian cyst,1
pelvic pains,1
hepatitis C virus HCV,1
chronic hepatitis C,2
interferon alpha-2b,14
ribavirin,8
genome,1
Pilot,1
RNA,5
rupture of Achilles tendon,1
prolonged immobilization,1
removal of plaster,1
vein thrombosis,3
immobilization,5
plaster cast,1
leg fracture,1
Venography,1
leg injury,1
reviparin,3
Reviparin,1
brace,4
screening questionnaire,1
previous diagnosis,2
high schools,1
One thousand two hundred,1
heterosexual,2
Ethnicity,1
Clients,1
oesophageal adenocarcinoma,1
digestive system diseases,1
intestinal metaplasia,2
Barrett's oesophagus,3
Barrett's esophagus,7
oesophageal cancer,1
Oesophageal cancer,1
Northern Ireland,2
Mortality rates,2
oesophagus,1
columnar,1
Barrett,1
mucosa,2
stroke risk,8
powers,1
elective induction of labor,1
Bishop score,1
multiparous,7
Neonates,1
Bishop,1
duration treatment,1
cardiac arrest,6
resuscitation,3
genital herpes during pregnancy,1
genital infections,1
herpes infection,2
prenatal visit,1
HSV infection,5
prematurity,1
Acquisition,1
congenital,2
emergency department visit,1
physical examinations,2
location of headache,1
associated symptoms,2
Hospital records,1
final diagnosis,2
trauma center,1
Intracranial,1
Acute onset,1
acute onset,1
scan,9
anti-inflammatory agents,2
infectious hepatitis,1
chronic active,1
enzyme levels,1
unspecified,3
cirrhosis,3
Class III,2
Class II,1
Class I,2
answer question,1
Chinese herbal medicine,2
complementary medicine,1
Tylophora indica,1
herbal medicine,3
marihuana,1
Herbal,3
Indian,1
Kampo,1
ivy,1
Visual fields,1
radiotherapy,1
tumor size,5
Normal,2
Basal,1
Left ventricular ejection fraction,1
Calcium channel blockers,1
isosorbide dinitrate,2
low sodium diet,2
angiotensin II,3
beta blocker,4
hydralazine,2
Underlying,1
losartan,10
digoxin,29
point of care testing,1
Point of care testing,1
cardiac chest pain,2
ECG interpretation,1
exertional angina,4
pleuritic pain,1
ST depression,2
pain clinics,3
ST elevation,1
cardiac pain,1
conferences,1
Monte Carlo,1
ECG feature,1
simulation,4
cardiology,1
very high,1
troponins,2
ambulance,1
telemetry,1
Resting,2
1 mm,2
Weak,1
ACS,8
box,1
musculoskeletal disorder,1
rehabilitation program,3
Fibromyalgia syndrome,1
musculoskeletal pain,6
stress management,2
Content,2
organic failure to thrive,4
non-accidental injury,1
registration,2
inner city,1
parenting,6
neglect,1
adult attention deficit hyperactivity disorder,2
school children,1
phenylalanine,1
stimulant use,1
desipramine,3
researcher,1
Academic,2
hernia,20
Repair,3
moving,2
wait,8
Infectious Diseases,5
parasitological,4
Metronidazole,3
tinidazole,4
Veterans Administration,1
nocturnal leg cramps,9
neurological deficit,1
quinine sulfate,1
comorbidity,6
leg cramps,1
Provided,1
quinine,3
channel,2
cramps,4
chiropractic,6
therapists,2
narrative,3
covering,1
uniform,1
chronic atrial fibrillation,1
